quantityOrdered,priceEach,orderDate,requiredDate,shippedDate,orderStatus,orderComments,productName,category,productScale,productVendor,quantityInStock,buyPrice,MSRP,customerName,phone_customer,city_customer,country_customer,creditLimit,employeeEmail,jobTitle,city_office,phone_office,country_office,territory,employeeName,contactName,address_office,address_customer
29,66.22,2019-11-15,2019-11-24,2019-11-16,Shipped,,1948 Porsche 356-A Roadster,Classic Cars,1:18,Gearbox Collectibles,8826,53.9,77.0,Land of Toys Inc.,+1 212-555-7818,NYC,USA,114900,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Kwai Lee,523 East 53rd Street apt. 5A 10022,897 Long Airport Avenue  10022
38,55.72,2019-11-15,2019-11-24,2019-11-16,Shipped,,1936 Harley Davidson El Knucklehead,Motorcycles,1:18,Welly Diecast Productions,4357,24.23,60.57,Land of Toys Inc.,+1 212-555-7818,NYC,USA,114900,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Kwai Lee,523 East 53rd Street apt. 5A 10022,897 Long Airport Avenue  10022
38,65.13,2019-11-15,2019-11-24,2019-11-16,Shipped,,1969 Dodge Super Bee,Classic Cars,1:18,Min Lin Diecast,1917,49.05,80.41,Land of Toys Inc.,+1 212-555-7818,NYC,USA,114900,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Kwai Lee,523 East 53rd Street apt. 5A 10022,897 Long Airport Avenue  10022
30,104.81,2019-11-15,2019-11-24,2019-11-16,Shipped,,1997 BMW R 1100 S,Motorcycles,1:24,Autoart Studio Design,7003,60.86,112.7,Land of Toys Inc.,+1 212-555-7818,NYC,USA,114900,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Kwai Lee,523 East 53rd Street apt. 5A 10022,897 Long Airport Avenue  10022
37,71.6,2019-11-15,2019-11-24,2019-11-16,Shipped,,1960 BSA Gold Star DBD34,Motorcycles,1:24,Highway 66 Mini Classics,15,37.32,76.17,Land of Toys Inc.,+1 212-555-7818,NYC,USA,114900,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Kwai Lee,523 East 53rd Street apt. 5A 10022,897 Long Airport Avenue  10022
45,80.91,2019-11-15,2019-11-24,2019-11-16,Shipped,,1997 BMW F650 ST,Motorcycles,1:32,Exoto Designs,178,66.92,99.89,Land of Toys Inc.,+1 212-555-7818,NYC,USA,114900,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Kwai Lee,523 East 53rd Street apt. 5A 10022,897 Long Airport Avenue  10022
44,41.22,2019-11-15,2019-11-24,2019-11-16,Shipped,,Boeing X-32A JSF,Planes,1:72,Motor City Art Classics,4857,32.77,49.66,Land of Toys Inc.,+1 212-555-7818,NYC,USA,114900,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Kwai Lee,523 East 53rd Street apt. 5A 10022,897 Long Airport Avenue  10022
37,136.7,2019-11-16,2019-11-25,2019-11-21,Shipped,,1976 Ford Gran Torino,Classic Cars,1:18,Gearbox Collectibles,9127,73.49,146.99,Cruz & Sons Co.,,Makati City,Philippines,81500,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Arnold Cruz,4-1 Kioicho  102-8578,15 McCallum Street NatWest Center #13-03 1227 MM
29,59.06,2019-11-16,2019-11-25,2019-11-21,Shipped,,1957 Vespa GS150,Motorcycles,1:18,Studio M Art Models,7689,32.95,62.17,Cruz & Sons Co.,,Makati City,Philippines,81500,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Arnold Cruz,4-1 Kioicho  102-8578,15 McCallum Street NatWest Center #13-03 1227 MM
50,133.92,2019-11-16,2019-11-25,2019-11-21,Shipped,,1957 Corvette Convertible,Classic Cars,1:18,Classic Metal Creations,1249,69.93,148.8,Cruz & Sons Co.,,Makati City,Philippines,81500,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Arnold Cruz,4-1 Kioicho  102-8578,15 McCallum Street NatWest Center #13-03 1227 MM
42,56.1,2019-11-16,2019-11-25,2019-11-21,Shipped,,1982 Ducati 900 Monster,Motorcycles,1:24,Highway 66 Mini Classics,6840,47.1,69.26,Cruz & Sons Co.,,Makati City,Philippines,81500,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Arnold Cruz,4-1 Kioicho  102-8578,15 McCallum Street NatWest Center #13-03 1227 MM
46,120.31,2019-11-17,2019-11-23,2019-11-23,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,1993 Mazda RX-7,Classic Cars,1:18,Highway 66 Mini Classics,3975,83.51,141.54,Motor Mint Distributors Inc.,+1 215-555-9857,Philadelphia,USA,72600,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Rosa Salazar,523 East 53rd Street apt. 5A 10022,11328 Douglas Av.  71270
44,99.55,2019-11-17,2019-11-23,2019-11-23,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,1965 Aston Martin DB5,Classic Cars,1:18,Classic Metal Creations,9042,65.96,124.44,Motor Mint Distributors Inc.,+1 215-555-9857,Philadelphia,USA,72600,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Rosa Salazar,523 East 53rd Street apt. 5A 10022,11328 Douglas Av.  71270
44,154.7,2019-11-17,2019-11-23,2019-11-23,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,1917 Grand Touring Sedan,Vintage Cars,1:18,Welly Diecast Productions,2724,86.7,170.0,Motor Mint Distributors Inc.,+1 215-555-9857,Philadelphia,USA,72600,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Rosa Salazar,523 East 53rd Street apt. 5A 10022,11328 Douglas Av.  71270
30,135.14,2019-11-17,2019-11-23,2019-11-23,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,1995 Honda Civic,Classic Cars,1:18,Min Lin Diecast,9772,93.89,142.25,Motor Mint Distributors Inc.,+1 215-555-9857,Philadelphia,USA,72600,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Rosa Salazar,523 East 53rd Street apt. 5A 10022,11328 Douglas Av.  71270
26,130.68,2019-11-17,2019-11-23,2019-11-23,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,1999 Indy 500 Monte Carlo SS,Classic Cars,1:18,Red Start Diecast,8164,56.76,132.0,Motor Mint Distributors Inc.,+1 215-555-9857,Philadelphia,USA,72600,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Rosa Salazar,523 East 53rd Street apt. 5A 10022,11328 Douglas Av.  71270
27,169.34,2019-11-17,2019-11-23,2019-11-23,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,1992 Ferrari 360 Spider red,Classic Cars,1:18,Unimax Art Galleries,8347,77.9,169.34,Motor Mint Distributors Inc.,+1 215-555-9857,Philadelphia,USA,72600,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Rosa Salazar,523 East 53rd Street apt. 5A 10022,11328 Douglas Av.  71270
26,132.8,2019-11-17,2019-11-23,2019-11-23,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,1948 Porsche Type 356 Roadster,Classic Cars,1:18,Gearbox Collectibles,8990,62.16,141.28,Motor Mint Distributors Inc.,+1 215-555-9857,Philadelphia,USA,72600,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Rosa Salazar,523 East 53rd Street apt. 5A 10022,11328 Douglas Av.  71270
27,37.0,2019-11-17,2019-11-23,2019-11-23,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,1982 Lamborghini Diablo,Classic Cars,1:24,Second Gear Diecast,7723,16.24,37.76,Motor Mint Distributors Inc.,+1 215-555-9857,Philadelphia,USA,72600,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Rosa Salazar,523 East 53rd Street apt. 5A 10022,11328 Douglas Av.  71270
25,55.11,2019-11-17,2019-11-23,2019-11-23,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,1971 Alpine Renault 1600s,Classic Cars,1:24,Welly Diecast Productions,7995,38.58,61.23,Motor Mint Distributors Inc.,+1 215-555-9857,Philadelphia,USA,72600,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Rosa Salazar,523 East 53rd Street apt. 5A 10022,11328 Douglas Av.  71270
21,139.03,2019-11-17,2019-11-23,2019-11-23,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,1956 Porsche 356A Coupe,Classic Cars,1:18,Classic Metal Creations,6600,98.3,140.43,Motor Mint Distributors Inc.,+1 215-555-9857,Philadelphia,USA,72600,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Rosa Salazar,523 East 53rd Street apt. 5A 10022,11328 Douglas Av.  71270
41,70.33,2019-11-17,2019-11-23,2019-11-23,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,1961 Chevrolet Impala,Classic Cars,1:18,Classic Metal Creations,7869,32.33,80.84,Motor Mint Distributors Inc.,+1 215-555-9857,Philadelphia,USA,72600,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Rosa Salazar,523 East 53rd Street apt. 5A 10022,11328 Douglas Av.  71270
28,33.39,2019-11-17,2019-11-23,2019-11-23,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,1982 Ducati 996 R,Motorcycles,1:32,Gearbox Collectibles,9241,24.14,40.23,Motor Mint Distributors Inc.,+1 215-555-9857,Philadelphia,USA,72600,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Rosa Salazar,523 East 53rd Street apt. 5A 10022,11328 Douglas Av.  71270
32,100.01,2019-11-17,2019-11-23,2019-11-23,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,1974 Ducati 350 Mk3 Desmo,Motorcycles,1:32,Second Gear Diecast,3341,56.13,102.05,Motor Mint Distributors Inc.,+1 215-555-9857,Philadelphia,USA,72600,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Rosa Salazar,523 East 53rd Street apt. 5A 10022,11328 Douglas Av.  71270
20,74.04,2019-11-17,2019-11-23,2019-11-23,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,2002 Yamaha YZR M1,Motorcycles,1:50,Autoart Studio Design,600,34.17,81.36,Motor Mint Distributors Inc.,+1 215-555-9857,Philadelphia,USA,72600,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Rosa Salazar,523 East 53rd Street apt. 5A 10022,11328 Douglas Av.  71270
46,89.38,2019-11-17,2019-11-25,2019-11-18,Shipped,,1937 Lincoln Berline,Vintage Cars,1:18,Motor City Art Classics,8693,60.62,102.74,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
27,51.21,2019-11-17,2019-11-25,2019-11-18,Shipped,,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,1:18,Studio M Art Models,8635,24.26,53.91,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
38,53.88,2019-11-17,2019-11-25,2019-11-18,Shipped,,1911 Ford Town Car,Vintage Cars,1:18,Motor City Art Classics,540,33.3,60.54,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
35,116.96,2019-11-17,2019-11-25,2019-11-18,Shipped,,1932 Model A Ford J-Coupe,Vintage Cars,1:18,Autoart Studio Design,9354,58.48,127.13,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
24,138.38,2019-11-17,2019-11-25,2019-11-18,Shipped,,1928 Mercedes-Benz SSK,Vintage Cars,1:18,Gearbox Collectibles,548,72.56,168.75,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
26,53.09,2019-11-17,2019-11-25,2019-11-18,Shipped,,1934 Ford V8 Coupe,Vintage Cars,1:18,Min Lin Diecast,5649,34.35,62.46,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
40,100.53,2019-11-17,2019-11-25,2019-11-18,Shipped,,18th Century Vintage Horse Carriage,Vintage Cars,1:18,Red Start Diecast,5992,60.74,104.72,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
50,92.03,2019-11-17,2019-11-25,2019-11-18,Shipped,,1932 Alfa Romeo 8C2300 Spider Sport,Vintage Cars,1:18,Exoto Designs,6553,43.26,92.03,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
21,70.56,2019-11-17,2019-11-25,2019-11-18,Shipped,,1957 Ford Thunderbird,Classic Cars,1:18,Studio M Art Models,3209,34.21,71.27,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
23,61.73,2019-11-17,2019-11-25,2019-11-18,Shipped,,1970 Chevy Chevelle SS 454,Classic Cars,1:24,Unimax Art Galleries,1005,49.24,73.49,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
20,47.29,2019-11-17,2019-11-25,2019-11-18,Shipped,,1966 Shelby Cobra 427 S/C,Classic Cars,1:24,Carousel DieCast Legends,8197,29.18,50.31,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
45,29.87,2019-11-17,2019-11-25,2019-11-18,Shipped,,1939 Chevrolet Deluxe Coupe,Vintage Cars,1:24,Motor City Art Classics,7332,22.57,33.19,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
26,43.01,2019-11-17,2019-11-25,2019-11-18,Shipped,,1938 Cadillac V-16 Presidential Limousine,Vintage Cars,1:24,Classic Metal Creations,2847,20.61,44.8,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
39,84.51,2019-11-17,2019-11-25,2019-11-18,Shipped,,1949 Jaguar XK 120,Classic Cars,1:24,Classic Metal Creations,2350,47.25,90.87,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
44,108.04,2019-11-17,2019-11-25,2019-11-18,Shipped,,1952 Citroen-15CV,Classic Cars,1:24,Exoto Designs,1452,72.82,117.44,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
45,77.91,2019-11-17,2019-11-25,2019-11-18,Shipped,,1969 Chevrolet Camaro Z28,Classic Cars,1:24,Exoto Designs,4695,50.51,85.61,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
31,94.23,2019-11-17,2019-11-25,2019-11-18,Shipped,,2002 Chevy Corvette,Classic Cars,1:24,Gearbox Collectibles,9446,62.11,107.08,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
41,34.47,2019-11-17,2019-11-25,2019-11-18,Shipped,,1936 Mercedes Benz 500k Roadster,Vintage Cars,1:24,Red Start Diecast,2081,21.75,41.03,"AV Stores, Co.",,Manchester,UK,136800,lbott@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Larry Bott,Rachel Ashworth,25 Old Broad Street Level 7 EC2N 1HN,Fauntleroy Circus  EC2 5NT
26,188.58,2019-11-18,2019-11-27,2019-11-20,Shipped,,1952 Alpine Renault 1300,Classic Cars,1:10,Classic Metal Creations,7305,98.58,214.3,Mini Wheels Co.,+1 650-555-5787,San Francisco,USA,64600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Julie Murphy,100 Market Street Suite 300 94080,5557 North Pendale Street  94217
33,121.64,2019-11-18,2019-11-27,2019-11-20,Shipped,,1958 Setra Bus,Trucks and Buses,1:12,Welly Diecast Productions,1579,77.9,136.67,Mini Wheels Co.,+1 650-555-5787,San Francisco,USA,64600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Julie Murphy,100 Market Street Suite 300 94080,5557 North Pendale Street  94217
29,110.84,2019-11-18,2019-11-27,2019-11-20,Shipped,,1940 Ford Pickup Truck,Trucks and Buses,1:18,Studio M Art Models,2613,58.33,116.67,Mini Wheels Co.,+1 650-555-5787,San Francisco,USA,64600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Julie Murphy,100 Market Street Suite 300 94080,5557 North Pendale Street  94217
31,95.23,2019-11-18,2019-11-27,2019-11-20,Shipped,,1913 Ford Model T Speedster,Vintage Cars,1:18,Carousel DieCast Legends,4189,60.78,101.31,Mini Wheels Co.,+1 650-555-5787,San Francisco,USA,64600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Julie Murphy,100 Market Street Suite 300 94080,5557 North Pendale Street  94217
46,95.24,2019-11-18,2019-11-27,2019-11-20,Shipped,,1917 Maxwell Touring Car,Vintage Cars,1:18,Exoto Designs,7913,57.54,99.21,Mini Wheels Co.,+1 650-555-5787,San Francisco,USA,64600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Julie Murphy,100 Market Street Suite 300 94080,5557 North Pendale Street  94217
24,42.26,2019-11-18,2019-11-27,2019-11-20,Shipped,,1939 Cadillac Limousine,Vintage Cars,1:18,Studio M Art Models,6645,23.14,50.31,Mini Wheels Co.,+1 650-555-5787,San Francisco,USA,64600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Julie Murphy,100 Market Street Suite 300 94080,5557 North Pendale Street  94217
39,95.44,2019-11-18,2019-11-27,2019-11-20,Shipped,,1936 Chrysler Airflow,Vintage Cars,1:24,Second Gear Diecast,4710,57.46,97.39,Mini Wheels Co.,+1 650-555-5787,San Francisco,USA,64600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Julie Murphy,100 Market Street Suite 300 94080,5557 North Pendale Street  94217
33,62.05,2019-11-18,2019-11-27,2019-11-20,Shipped,,1996 Peterbilt 379 Stake Bed with Outrigger,Trucks and Buses,1:32,Red Start Diecast,814,33.61,64.64,Mini Wheels Co.,+1 650-555-5787,San Francisco,USA,64600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Julie Murphy,100 Market Street Suite 300 94080,5557 North Pendale Street  94217
26,130.01,2019-11-19,2019-11-28,,On Hold,The outstaniding balance for this customer exceeds their credit limit. Order will be shipped when a payment is received.,1962 LanciaA Delta 16V,Classic Cars,1:10,Second Gear Diecast,6791,103.42,147.74,"Volvo Model Replicas, Co",+46 921 12 35 55,Luleå,Sweden,53100,bjones@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Barry Jones,Christina  Berglund,25 Old Broad Street Level 7 EC2N 1HN,Berguvsvägen  8  S-958 22
46,108.0,2019-11-19,2019-11-28,,On Hold,The outstaniding balance for this customer exceeds their credit limit. Order will be shipped when a payment is received.,1964 Mercedes Tour Bus,Trucks and Buses,1:18,Unimax Art Galleries,8258,74.86,122.73,"Volvo Model Replicas, Co",+46 921 12 35 55,Luleå,Sweden,53100,bjones@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Barry Jones,Christina  Berglund,25 Old Broad Street Level 7 EC2N 1HN,Berguvsvägen  8  S-958 22
34,52.87,2019-11-19,2019-11-28,,On Hold,The outstaniding balance for this customer exceeds their credit limit. Order will be shipped when a payment is received.,1926 Ford Fire Engine,Trucks and Buses,1:18,Carousel DieCast Legends,2019,24.92,60.77,"Volvo Model Replicas, Co",+46 921 12 35 55,Luleå,Sweden,53100,bjones@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Barry Jones,Christina  Berglund,25 Old Broad Street Level 7 EC2N 1HN,Berguvsvägen  8  S-958 22
20,147.33,2019-11-19,2019-11-28,,On Hold,The outstaniding balance for this customer exceeds their credit limit. Order will be shipped when a payment is received.,1992 Ferrari 360 Spider red,Classic Cars,1:18,Unimax Art Galleries,8347,77.9,169.34,"Volvo Model Replicas, Co",+46 921 12 35 55,Luleå,Sweden,53100,bjones@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Barry Jones,Christina  Berglund,25 Old Broad Street Level 7 EC2N 1HN,Berguvsvägen  8  S-958 22
49,101.71,2019-11-19,2019-11-28,,On Hold,The outstaniding balance for this customer exceeds their credit limit. Order will be shipped when a payment is received.,1940s Ford truck,Trucks and Buses,1:18,Motor City Art Classics,3128,84.76,121.08,"Volvo Model Replicas, Co",+46 921 12 35 55,Luleå,Sweden,53100,bjones@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Barry Jones,Christina  Berglund,25 Old Broad Street Level 7 EC2N 1HN,Berguvsvägen  8  S-958 22
42,117.57,2019-11-19,2019-11-28,,On Hold,The outstaniding balance for this customer exceeds their credit limit. Order will be shipped when a payment is received.,1962 Volkswagen Microbus,Trucks and Buses,1:24,Autoart Studio Design,2327,61.34,127.79,"Volvo Model Replicas, Co",+46 921 12 35 55,Luleå,Sweden,53100,bjones@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Barry Jones,Christina  Berglund,25 Old Broad Street Level 7 EC2N 1HN,Berguvsvägen  8  S-958 22
33,32.88,2019-11-19,2019-11-29,2019-11-23,Shipped,,1958 Chevy Corvette Limited Edition,Classic Cars,1:24,Carousel DieCast Legends,2542,15.91,35.36,Mini Gifts Distributors Ltd.,+1 415-555-1450,San Rafael,USA,210500,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Susan Nelson,100 Market Street Suite 300 94080,5677 Strong St.  97562
44,77.05,2019-11-19,2019-11-29,2019-11-23,Shipped,,1980’s GM Manhattan Express,Trucks and Buses,1:32,Motor City Art Classics,5099,53.93,96.31,Mini Gifts Distributors Ltd.,+1 415-555-1450,San Rafael,USA,210500,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Susan Nelson,100 Market Street Suite 300 94080,5677 Strong St.  97562
40,49.78,2019-11-19,2019-11-29,2019-11-23,Shipped,,1954 Greyhound Scenicruiser,Trucks and Buses,1:32,Classic Metal Creations,2874,25.98,54.11,Mini Gifts Distributors Ltd.,+1 415-555-1450,San Rafael,USA,210500,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Susan Nelson,100 Market Street Suite 300 94080,5677 Strong St.  97562
33,176.63,2019-11-20,2019-11-26,2019-11-24,Shipped,Customer requested that DHL is used for this shipping,2001 Ferrari Enzo,Classic Cars,1:12,Second Gear Diecast,3619,95.59,207.8,"La Corne Dabondance, Co.",+33 1 42 34 25 55,Paris,France,84300,lbondur@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Loui Bondur,Marie Bertrand,43 Rue Jouffroy Dabbans  75017,"265, boulevard Charonne  75012"
33,126.91,2019-11-20,2019-11-26,2019-11-24,Shipped,Customer requested that DHL is used for this shipping,1969 Corvair Monza,Classic Cars,1:18,Welly Diecast Productions,6906,89.14,151.08,"La Corne Dabondance, Co.",+33 1 42 34 25 55,Paris,France,84300,lbondur@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Loui Bondur,Marie Bertrand,43 Rue Jouffroy Dabbans  75017,"265, boulevard Charonne  75012"
49,141.88,2019-11-20,2019-11-26,2019-11-24,Shipped,Customer requested that DHL is used for this shipping,1969 Ford Falcon,Classic Cars,1:12,Second Gear Diecast,1049,83.05,173.02,"La Corne Dabondance, Co.",+33 1 42 34 25 55,Paris,France,84300,lbondur@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Loui Bondur,Marie Bertrand,43 Rue Jouffroy Dabbans  75017,"265, boulevard Charonne  75012"
38,95.99,2019-11-20,2019-11-26,2019-11-24,Shipped,Customer requested that DHL is used for this shipping,1957 Chevy Pickup,Trucks and Buses,1:12,Exoto Designs,6125,55.7,118.5,"La Corne Dabondance, Co.",+33 1 42 34 25 55,Paris,France,84300,lbondur@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Loui Bondur,Marie Bertrand,43 Rue Jouffroy Dabbans  75017,"265, boulevard Charonne  75012"
